principal component 1,principal component 2,principal component 3,principal component 4,category_CYT,category_ERL,category_EXC,category_ME1,category_ME2,category_ME3,category_MIT,category_NUC,category_POX,category_VAC
0.3641046301717956,0.18573358452109417,0.24081947359997458,0.11110619149668287,1,0,0,0,0,0,0,0,0,0
0.4318106339614112,0.3252610606742932,0.2702520679450021,0.09448638492954144,0,0,0,0,0,0,0,1,0,0
0.744137232526187,0.3433056390596557,0.27802312610765545,0.07134221907588834,0,0,0,1,0,0,0,0,0,0
0.6722598723671742,0.3902741962972808,0.26702955837307857,0.08067191484423002,0,0,1,0,0,0,0,0,0,0
0.665930049652966,0.25961652056774687,0.2786898611946366,0.08477036556164046,0,0,0,0,0,0,1,0,0,0
0.35514245301623804,0.22482038306599822,0.2913062374072003,0.12531091325163352,1,0,0,0,0,0,0,0,0,0
0.5804922031928558,0.32305444242217635,0.26931780292413765,0.07556164385029016,0,0,0,0,0,0,1,0,0,0
0.5206784966163344,0.3076865884411375,0.2792153489773495,0.10631480490478264,0,0,0,0,0,0,1,0,0,0
0.7952689943604537,0.2394428471646856,0.2930707253976454,0.07426151662915961,0,0,0,0,1,0,0,0,0,0
0.8022921376937178,0.32822163782134045,0.2702416328945537,0.09218949432302691,0,0,0,0,1,0,0,0,0,0
0.7133440345519078,0.21003645594930065,0.29496159097450064,0.08373645217306855,0,0,0,0,1,0,0,0,0,0
0.48400106101615226,0.2149778759647586,0.300511587244338,0.07923250278758345,0,0,0,0,0,1,0,0,0,0
0.2692148659298971,0.28173325517621284,0.28466081979257446,0.121425410430477,0,0,0,0,0,0,0,0,0,1
0.32045378104459,0.3363212615898094,0.23189230846756992,0.10606854806739323,0,0,0,0,0,0,0,1,0,0
0.6597484948388237,0.4511283577116354,0.21330850607306986,0.08346480551091265,0,0,0,0,1,0,0,0,0,0
0.38486548333851156,0.32018055472715723,0.2823524595917357,0.10872330839945146,0,0,1,0,0,0,0,0,0,0
0.6411908755406682,0.25470122340761686,0.28986317048618354,0.10661052545372497,0,0,0,0,0,0,0,0,0,1
0.33490623892298665,0.1838569998882313,0.30948694373477464,0.08005554576107679,0,0,0,0,0,1,0,0,0,0
0.37567195822546623,0.24048047958377947,0.28155493315095537,0.10762716494338406,1,0,0,0,0,0,0,0,0,0
0.3748144749991471,0.07679347336001613,0.19971893808126137,0.057364776321963795,0,0,0,0,0,1,0,0,0,0
0.4089090440046951,0.265481564770002,0.23395195583521844,0.0951161515982123,0,0,0,0,0,0,0,1,0,0
0.44863952977366156,0.32145513108936846,0.283262354788897,0.12251544954414377,1,0,0,0,0,0,0,0,0,0
0.5354004227388179,0.3516052296742608,0.28126987923545654,0.11305255015787483,1,0,0,0,0,0,0,0,0,0
0.513966538822852,0.3560429326774811,0.281666479922527,0.11409751214439523,1,0,0,0,0,0,0,0,0,0
0.5831971236610267,0.26288851514015615,0.3014836598082877,0.10438010166593797,1,0,0,0,0,0,0,0,0,0
0.46510495211286085,0.27486646391818237,0.28477492139860106,0.10660317192382153,1,0,0,0,0,0,0,0,0,0
0.37426990089350853,0.2728910961667429,0.29506755489876296,0.11392186818686524,1,0,0,0,0,0,0,0,0,0
0.5593311939027095,0.38543643319912435,0.24450653203346903,0.07400207537185244,0,0,0,0,0,0,1,0,0,0
0.38753731202801106,0.33315285801464767,0.2642466262451805,0.1011908688174807,0,0,0,0,0,0,1,0,0,0
0.2791627284608368,0.27217985155544144,0.28845864455164183,0.10082731341740035,0,0,0,0,0,0,0,1,0,0
0.39031981780831193,0.22755886093878233,0.23280991548580227,0.08645926278593813,0,0,0,0,0,0,0,1,0,0
0.3629339592465932,0.21731937397099368,0.2887731696755477,0.12940338242127342,0,0,0,0,0,0,0,1,0,0
0.46817122494443353,0.18407965445216196,0.29992260920967684,0.09591868172654858,1,0,0,0,0,0,0,0,0,0
0.5017748289147917,0.23553571500804857,0.27758610738765,0.08866010685813092,1,0,0,0,0,0,0,0,0,0
0.3213731106373271,0.2147026762696899,0.3103498220046871,0.13282960472318883,1,0,0,0,0,0,0,0,0,0
0.4342050486568899,0.26091026014608426,0.3013842603702204,0.12132678230939688,1,0,0,0,0,0,0,0,0,0
0.3517868849261587,0.23176160189195,0.3043735157487988,0.13819124150586198,1,0,0,0,0,0,0,0,0,0
0.8559741339136728,0.2943972094893715,0.27569587524544625,0.08091573483228118,0,0,1,0,0,0,0,0,0,0
0.41498384915603953,0.23990899416253172,0.2960861789245667,0.11512969299197713,1,0,0,0,0,0,0,0,0,0
0.523337854899032,0.21672448340114606,0.2762935411894168,0.09745727886935447,1,0,0,0,0,0,0,0,0,0
0.5800767850304014,0.40167520606062224,0.24709671956894488,0.06797193386132239,0,0,0,0,0,0,1,0,0,0
0.4981582490173491,0.44679291744124405,0.23795577455304256,0.0867693672929771,0,0,0,0,0,0,1,0,0,0
0.37727196904437854,0.3599279972701761,0.2812206636106135,0.12001013165140917,0,0,0,0,0,0,1,0,0,0
0.398647953769248,0.4535841181520279,0.2378256579773415,0.09654047260600583,0,0,0,0,0,0,1,0,0,0
0.5445867301847632,0.3584467031374027,0.2683375824413618,0.10367492107303043,0,0,0,0,0,0,1,0,0,0
0.5080015955530152,0.36259475293640947,0.24350295438811684,0.08920422958265131,0,0,0,0,0,0,1,0,0,0
0.5058213337164394,0.4780608429385781,0.2529576735765515,0.10678148402054866,0,0,0,0,0,0,1,0,0,0
0.4906751987971393,0.3755242969471443,0.259195065549569,0.08880798450239333,0,0,0,0,0,0,1,0,0,0
0.4477454584868135,0.35396933792989416,0.2623956160808323,0.10513426538331434,0,0,0,0,0,0,1,0,0,0
0.5415101208887679,0.36848223019631965,0.26186358152232353,0.0771932946435113,0,0,0,0,0,0,1,0,0,0
0.5166459009142518,0.35835389045757066,0.25629868071969397,0.11282327976294317,0,0,0,0,0,0,1,0,0,0
0.4378131479558485,0.41161713346138706,0.264378468050755,0.12434921016187894,0,0,0,0,0,0,1,0,0,0
0.6911529028600377,0.3273938622332702,0.9669363861840148,0.3431924667061462,0,0,0,0,0,0,1,0,0,0
0.5134218599310061,0.11345974348060658,0.31733039569971294,0.03906028957225868,0,0,0,0,0,1,0,0,0,0
0.4434080793984145,0.15009464767881245,0.3123258741554067,0.07803731547226155,0,0,0,0,0,1,0,0,0,0
0.7094210181560108,0.2970575830781201,0.28281463599078516,0.08562179183674457,0,0,1,0,0,0,0,0,0,0
0.4209766455379561,0.2907150364620895,0.24835243192926684,0.10981299307004848,0,0,0,0,0,0,0,1,0,0
0.41361569733991166,0.2805491378532803,0.2500557710510766,0.09302803874909753,1,0,0,0,0,0,0,0,0,0
0.33375148387120956,0.34403209483410957,0.23617018328786554,0.11202059091569166,1,0,0,0,0,0,0,0,0,0
0.3814502130924705,0.22868714077414978,0.2849910507734062,0.09892585368257459,0,0,0,0,0,0,1,0,0,0
0.33363683688036266,0.3292982767732068,0.2875763643583194,0.11893074299549986,1,0,0,0,0,0,0,0,0,0
0.2209999300149499,0.19366490777459544,0.22449442145279705,0.117357634765593,0,0,0,0,0,0,0,1,0,0
0.5115486956096703,0.26738457741191846,0.2733134075241693,0.09148930316104312,1,0,0,0,0,0,0,0,0,0
0.4394261785431568,0.2869106211044281,0.2871003382670569,0.06789336431134847,0,0,0,0,0,1,0,0,0,0
0.6583101678914705,0.38054589037894027,0.26691815043751616,0.09258756228448373,0,0,1,0,0,0,0,0,0,0
0.7230846550168029,0.215640592027781,0.2893942874103267,0.06999138190047066,0,0,0,0,0,0,1,0,0,0
0.793888042177847,0.2594074776785492,0.28714225080770855,0.07117458675606231,0,0,0,0,0,0,1,0,0,0
0.49681200372366235,0.44068158500952237,0.267123026602648,0.10856588832533175,1,0,0,0,0,0,0,0,0,0
0.4834651581562927,0.26547925177530735,0.2905728250330827,0.06191788464934244,0,0,0,0,0,1,0,0,0,0
0.3800760672567451,0.20109680044760445,0.30903392054986856,0.0863625084998317,0,0,0,0,0,1,0,0,0,0
0.4505452136180304,0.4040252073246723,0.2624126965109562,0.08904019921854708,1,0,0,0,0,0,0,0,0,0
0.2252274794384497,0.25191048795371046,0.22406003152292864,0.10458054268628507,0,0,0,0,0,0,0,1,0,0
0.3510178644840716,0.3242232466734738,0.285678435183638,0.11788241349407602,1,0,0,0,0,0,0,0,0,0
0.5369773613851643,0.18653674778111168,0.30649033325534186,0.07315277702743142,0,0,0,0,0,1,0,0,0,0
0.32900294696217397,0.22389858481747632,0.30323446609983784,0.1255977729271716,1,0,0,0,0,0,0,0,0,0
0.3641075821854577,0.2739445143930912,0.2952802643454983,0.11651032388404148,1,0,0,0,0,0,0,0,0,0
0.6261183969987557,0.2024621374033377,0.3048200809626802,0.11365545974860183,1,0,0,0,0,0,0,0,0,0
0.4268392156322667,0.2183933751438652,0.29804310215457774,0.0988088781253862,1,0,0,0,0,0,0,0,0,0
0.4155715159245852,0.33449525677427594,0.6745425840286752,0.2576851597560267,0,0,0,0,0,0,0,0,1,0
0.48293807973349584,0.23353479527790624,0.2961988198562876,0.08307512447328225,0,0,0,0,0,0,0,1,0,0
0.16335306326914095,0.192666037048775,0.21447982837362417,0.09810721927838184,0,0,0,0,0,0,0,1,0,0
0.40487189509131016,0.3321413750767454,0.2531318227584862,0.08594941089992339,0,0,0,0,0,0,0,1,0,0
0.30882738611941696,0.0,0.1132308640535887,0.03774409745454768,0,0,0,0,0,0,0,1,0,0
0.45778172839670667,0.3939116011362329,0.249675902968344,0.08548831197112236,0,0,0,0,0,0,1,0,0,0
0.586094396326227,0.3948856659070193,0.26196680972234876,0.10085756733930488,0,0,0,0,0,0,1,0,0,0
0.42597513963127276,0.3969303983601336,0.2583058489648058,0.10718731543735226,0,0,0,0,0,0,1,0,0,0
0.32603180244831687,0.45708728725520215,0.26868596125771055,0.08499798779877712,0,0,0,0,0,0,1,0,0,0
0.3352723289698492,0.32564354993006955,0.28454942359608093,0.14554407895341037,0,0,0,0,0,0,1,0,0,0
0.6965740179479347,0.21765059772891124,0.29294692415039914,0.048686394367857745,0,0,0,0,0,0,1,0,0,0
0.5169021422554732,0.3577819754614661,0.2641521731433778,0.1038639170735975,0,0,0,0,0,0,1,0,0,0
0.6282321145591026,0.34810842360577104,0.26674134047380943,0.10058817974402912,0,0,0,0,0,0,1,0,0,0
0.5862693710362368,0.2936741961458719,0.24840122771834794,0.08123126387617738,0,0,0,0,0,0,1,0,0,0
0.6010409824096339,0.2126198632959142,0.2923213415373001,0.0630643172565292,0,0,0,0,0,1,0,0,0,0
0.5294514663582491,0.3058491767889522,0.2912068629857214,0.11163965150667332,0,0,0,0,0,0,1,0,0,0
0.3165498226246902,0.23066129112356734,0.2895201719692508,0.116240917784458,0,0,0,0,0,0,0,1,0,0
0.6187034700485017,0.34029416800831525,0.25949550180320524,0.07747031475578926,0,0,0,0,0,0,1,0,0,0
0.4069688143003454,0.2831247883742275,0.2954348615143708,0.11995923163764749,0,0,0,0,0,0,0,1,0,0
0.3136575663333585,0.33066837654949316,0.20937798211319983,0.095736412315592,1,0,0,0,0,0,0,0,0,0
0.4822426650933747,0.31481200591996406,0.29158896907263165,0.11835973041632564,1,0,0,0,0,0,0,0,0,0
0.4611426182407778,0.28961061554316614,0.2578240954268463,0.09146558389771632,1,0,0,0,0,0,0,0,0,0
0.44191360232748705,0.38471663194836114,0.2651350088877377,0.11091470871224009,1,0,0,0,0,0,0,0,0,0
0.5454000528310855,0.30672978996037725,0.25954477675512083,0.09642773868104541,0,0,0,0,0,0,0,1,0,0
0.4041105869101377,0.26009807706164495,0.29827037050635696,0.11517233474803992,0,0,0,0,0,0,0,1,0,0
0.39758119305507017,0.20446044166457902,0.27661120319807114,0.09806222959844416,1,0,0,0,0,0,0,0,0,0
0.406410782178099,0.13736065735022246,0.2027263450712563,0.0683380351923842,0,0,0,0,0,1,0,0,0,0
0.4705531386749188,0.23914142232772662,0.3002259696162669,0.10803633585200571,0,0,0,0,0,0,0,1,0,0
0.194778873030311,0.24510899800874894,0.2808272378695596,0.12667845292597904,1,0,0,0,0,0,0,0,0,0
0.3323471760000269,0.2449042482608828,0.29259179300696964,0.14795387303110832,0,0,0,0,0,0,0,1,0,0
0.34035983849722856,0.3009144005937807,0.2939918316897708,0.1215624013430841,1,0,0,0,0,0,0,0,0,0
0.5326386839071477,0.3209124773200749,0.2682918588517585,0.09757367785816172,0,0,0,0,0,0,0,1,0,0
0.5208052432625778,0.36872288983746493,0.2819726916581606,0.11541887580063388,0,0,0,0,0,0,0,1,0,0
0.4068396548329368,0.28366856472363056,0.28729172224850336,0.07706247110205328,0,0,0,0,0,0,0,1,0,0
0.4513706151628712,0.23714871897906023,0.3011886552384256,0.1150803265541978,1,0,0,0,0,0,0,0,0,0
0.1614559074749567,0.1463530747111964,0.22759272545756537,0.11350639852899155,0,0,0,0,0,0,0,1,0,0
0.45520484139859263,0.2931851817102525,0.287467076865496,0.10446395167001407,1,0,0,0,0,0,0,0,0,0
0.4545616485957216,0.23605781961912273,0.2706274206455787,0.0894321827385906,1,0,0,0,0,0,0,0,0,0
0.22231626154317052,0.10116887979701855,0.16671686637433863,0.05234856593922081,0,0,0,0,0,0,0,1,0,0
0.3670315590466943,0.26640734894182827,0.2968227270524235,0.11251787959030497,0,0,0,0,0,0,0,1,0,0
0.4681611997926187,0.2624893961287259,0.2927195192263821,0.10660607313155543,0,0,0,0,0,0,0,1,0,0
0.3174805945629252,0.15901196047500657,0.2524164048297668,0.10267040530512678,1,0,0,0,0,0,0,0,0,0
0.36048035154717684,0.24111732564124244,0.2379502884093711,0.0706234007488944,0,0,0,0,0,0,0,1,0,0
0.3863370451776965,0.21630190109492545,0.26815428486134313,0.10111933073394717,1,0,0,0,0,0,0,0,0,0
0.497203346127295,0.1964586232873763,0.2883402647572669,0.08840520043082539,0,0,0,0,0,0,0,1,0,0
0.3104455085198038,0.22250531660362394,0.3056751543070003,0.11748594613033665,0,0,0,0,0,0,0,1,0,0
0.3300029019865348,0.26797558421918444,0.3029019875153462,0.1275310827099804,1,0,0,0,0,0,0,0,0,0
0.6978487100911096,0.3640095076074425,0.2085496367709461,0.06780485013204918,0,0,0,0,0,0,0,1,0,0
0.3973035706520321,0.27262364566163255,0.28336361825222883,0.11065153792951435,0,0,0,0,0,0,0,1,0,0
0.677052823974966,0.27693975054752107,0.2757322557196583,0.09121288100312286,0,0,0,0,0,0,1,0,0,0
0.26418141684434654,0.28692980281981356,0.2654031929216092,0.15104089425212386,1,0,0,0,0,0,0,0,0,0
0.26418141684434654,0.28692980281981356,0.2654031929216092,0.15104089425212386,1,0,0,0,0,0,0,0,0,0
0.47749516047199175,0.25525829103166636,0.296262230801092,0.10535540156718184,1,0,0,0,0,0,0,0,0,0
0.3753782488291455,0.15307460017002575,0.24791342676737904,0.08924831156938873,0,0,0,0,0,0,0,1,0,0
0.4902788733415164,0.22612441816620726,0.2931220964802011,0.11481628768893667,0,0,0,0,0,0,0,1,0,0
0.38952569605004095,0.1566082893120709,0.31557271997830666,0.09977152425653141,0,0,0,0,0,1,0,0,0,0
0.40214273865645256,0.24090279148275587,0.2983045780174798,0.08950543250223264,0,0,0,0,0,1,0,0,0,0
0.42808325508943823,0.20218382180308742,0.2963553803508814,0.0620422414779314,0,0,0,0,0,1,0,0,0,0
0.3953331926590972,0.2041510379270587,0.21810137964181536,0.04631277650558424,0,0,0,0,0,1,0,0,0,0
0.3421847991705803,0.06106461966922566,0.25709052822534606,0.04358569211385266,0,0,0,0,0,1,0,0,0,0
0.30569323566868745,0.23895595255772822,0.26890526939329673,0.1049511187195324,0,0,0,0,0,0,0,1,0,0
0.5215697662137267,0.2749968102516656,0.29251004669035846,0.08611920435400036,1,0,0,0,0,0,0,0,0,0
0.5036271222789197,0.30055190479807625,0.288556380409009,0.1058878320186864,1,0,0,0,0,0,0,0,0,0
0.21845061729573362,0.22706501959921646,0.2936327343773795,0.12114262571624965,1,0,0,0,0,0,0,0,0,0
0.5691651684606247,0.29388996309722604,0.27133940825239783,0.07341652150700623,0,0,0,0,0,0,1,0,0,0
0.4035797847502195,0.27887030603859225,0.9837232970259477,0.37833008642122057,0,0,0,0,0,0,0,0,1,0
0.2365403236028735,0.2656154023332574,0.2565844757348744,0.11101790091679557,0,0,0,0,0,0,0,1,0,0
0.3611528564891716,0.27734572041377825,0.2642967623539283,0.09672891481071116,0,0,0,0,0,0,0,1,0,0
0.2938090021543587,0.2957603949131324,0.29179913067792473,0.1236932248578316,0,0,0,0,0,0,0,1,0,0
0.39159254237619046,0.4371602127077571,0.23962254064834287,0.0892989309096508,1,0,0,0,0,0,0,0,0,0
0.15637206186752473,0.3033200963520939,0.29413285465805844,0.1586504542224397,1,0,0,0,0,0,0,0,0,0
0.3843030217067804,0.2783323709089382,0.29903356135637504,0.11301599461854467,1,0,0,0,0,0,0,0,0,0
0.38691422672552395,0.2912271782946568,0.29415186968876594,0.11513971075323606,1,0,0,0,0,0,0,0,0,0
0.49901992021629166,0.34504624240813525,0.2519013072309428,0.09159173892033019,1,0,0,0,0,0,0,0,0,0
0.5086020848637933,0.24632594960058127,0.29480475801876693,0.13118629793826037,1,0,0,0,0,0,0,0,0,0
0.38173866462170014,0.2430103100517091,0.2998748510139815,0.11157234617047089,1,0,0,0,0,0,0,0,0,0
0.40687308118886084,0.22217097159563037,0.30372664776698927,0.1078328392762383,1,0,0,0,0,0,0,0,0,0
0.35049711280613444,0.19519932489113537,0.30192779260257874,0.11733502330116076,1,0,0,0,0,0,0,0,0,0
0.5106916496897007,0.2609765594144558,0.28134924460049643,0.10680908324833867,1,0,0,0,0,0,0,0,0,0
0.34991227389294605,0.18121814376635192,0.31312352801020205,0.12032199094846335,1,0,0,0,0,0,0,0,0,0
0.746093047941063,0.2776393150543409,0.28582033889557745,0.06641155048903777,0,0,0,1,0,0,0,0,0,0
0.7524417136902501,0.1999011945345946,0.2909283658704676,0.04996544246338964,0,0,0,0,0,0,1,0,0,0
0.35854404695989317,0.2520401323609297,0.2972300595831956,0.1361415317314906,1,0,0,0,0,0,0,0,0,0
0.5228057637020384,0.3224161274051978,0.24876815981757963,0.08801939662143851,0,0,0,0,0,0,1,0,0,0
0.6318930343456857,0.3679171220353683,0.2531938358148824,0.07219298113933074,0,0,0,0,0,0,1,0,0,0
0.5115609075733923,0.4303878167348385,0.24943297951539298,0.0923666135419443,0,0,0,0,0,0,1,0,0,0
0.5342284954031468,0.3945001823706636,0.24579863790001844,0.10203850566755532,0,0,0,0,0,0,1,0,0,0
0.7208259600416919,0.18705778392063638,0.2795809191418919,0.05751772888188891,0,0,0,0,0,0,1,0,0,0
0.716235199835459,0.2121467993840157,0.2927128547659533,0.07048416185272491,0,0,0,0,0,0,1,0,0,0
0.4516315336254133,0.2560052829148387,0.2697025337867944,0.06661067237699476,0,0,0,0,0,0,1,0,0,0
0.5796867701846129,0.2803726610998722,0.27125796808767894,0.07869252252158225,0,0,0,0,0,0,1,0,0,0
0.21034018152889597,0.3685198006239432,0.2898361031317872,0.13956674110111453,0,0,0,0,0,0,1,0,0,0
0.4921512442841614,0.30828140245147,0.27122099733902827,0.08336898424199093,0,0,0,0,0,0,1,0,0,0
0.5473553411577213,0.3860268374875066,0.23426586077481598,0.051328039600149325,0,0,0,0,0,0,1,0,0,0
0.6354159780197194,0.21607720192865282,0.29794370937492287,0.06402676554885217,0,0,0,0,0,0,1,0,0,0
0.6908313508524108,0.2666585175161112,0.28170767245412265,0.06095561560638919,0,0,0,0,0,0,1,0,0,0
0.4594181034814683,0.42141766242794443,0.25273966765475325,0.1108168019067264,0,0,0,0,0,0,1,0,0,0
0.5440731311121811,0.46770994221895906,0.24147831936716363,0.05794800845652271,0,0,0,0,0,0,1,0,0,0
0.44892647168568955,0.40039370330397217,0.2560626483045939,0.07414356020436715,0,0,0,0,0,0,1,0,0,0
0.4455454816663263,0.4416234628492665,0.23697548666237594,0.0966563585094231,0,0,0,0,0,0,1,0,0,0
0.4886774523082339,0.3819097628734568,0.25644461435390564,0.06840858868839139,0,0,0,0,0,0,1,0,0,0
0.5227049061318023,0.35538369344531123,0.2586409855958761,0.07770832739871755,0,0,0,0,0,0,1,0,0,0
0.6538121353861657,0.33378630748312804,0.2778403808374936,0.08298808863010643,0,0,0,0,0,0,1,0,0,0
0.4963791536910018,0.2993797975776668,0.28441773820863164,0.09079599272122627,1,0,0,0,0,0,0,0,0,0
0.4833926933406544,0.22302949087555238,0.2900347591645496,0.09680586341647952,1,0,0,0,0,0,0,0,0,0
0.36609907389103336,0.24734055028173035,0.30451374755987504,0.14067271809772722,1,0,0,0,0,0,0,0,0,0
0.7071359036341938,0.3583680305430218,0.2788659088054304,0.11178183989540288,0,0,1,0,0,0,0,0,0,0
0.4387381660382804,0.3420179962810604,0.2648325847760785,0.11651201635773342,0,0,0,0,0,0,1,0,0,0
0.8102881649918957,0.2594141135095419,0.28526330062015687,0.07535131327955083,0,0,0,1,0,0,0,0,0,0
0.8233326047332155,0.2528750424138639,0.0506121610927206,1.0,0,1,0,0,0,0,0,0,0,0
0.630388530387816,0.19386519511906858,0.24678501353358057,0.09543420409543092,0,0,0,0,0,0,0,0,0,1
0.5097109756401091,0.20193452941525739,0.30640943069446264,0.07726553855192096,0,0,0,0,0,1,0,0,0,0
0.4844990989209539,0.293926689124158,0.2931738932219795,0.09996282650107738,0,0,0,0,0,0,0,1,0,0
0.370059732573665,0.40569708557885925,0.27523554144350615,0.12248663902788573,1,0,0,0,0,0,0,0,0,0
0.3716260786066151,0.3756941132265297,0.2812258118578146,0.12295370529913403,1,0,0,0,0,0,0,0,0,0
0.5384532790841515,0.22871298112028438,0.3046926208235367,0.09718012451079992,0,0,0,0,0,0,0,1,0,0
0.31385560714285804,0.40836678770871304,0.2748506928051816,0.141265963015069,0,0,0,0,0,0,0,1,0,0
0.22251627545367703,0.3647506951678968,0.29301987787132344,0.11787096135140271,0,0,0,0,0,0,0,1,0,0
0.6766250508445869,0.24611067046461754,0.2906180991696817,0.07143756160904557,0,0,0,0,1,0,0,0,0,0
0.34059136284377173,0.3735720664121483,0.7029641428170985,0.29119932860150943,0,0,0,0,0,0,0,0,1,0
0.36187568350601973,0.2506536089988507,0.2912706726983562,0.11437069446922166,0,0,0,0,0,0,0,1,0,0
0.34957223374374813,0.3309494027972069,0.23020894384445767,0.08835278905360835,0,0,0,0,0,0,0,1,0,0
0.38778872166173106,0.08777140852600054,0.29700699156692745,0.06992188853094464,0,0,0,0,0,1,0,0,0,0
0.7595790454736475,0.34205591637818866,0.2804612113879095,0.08982935216799265,0,0,1,0,0,0,0,0,0,0
0.7204971418711332,0.3613267289934652,0.2785270279172377,0.10269614995377545,0,0,1,0,0,0,0,0,0,0
0.34734349166241546,0.30951949672951046,0.2793907550604225,0.11960161353356376,1,0,0,0,0,0,0,0,0,0
0.30005311120578676,0.3149314185003557,0.2923107992216091,0.16904918903052432,1,0,0,0,0,0,0,0,0,0
0.30005311120578676,0.3149314185003557,0.2923107992216091,0.16904918903052432,1,0,0,0,0,0,0,0,0,0
0.4554388064959649,0.2994742274376422,0.28161303085911493,0.10480474030025437,0,0,0,0,0,0,1,0,0,0
0.3832242215099283,0.2669273066907418,0.2994096947301662,0.1621189765588539,0,0,0,0,0,0,1,0,0,0
0.4281041629407315,0.26608149320596214,0.29872300580827127,0.10053667013097276,0,0,0,0,0,0,1,0,0,0
0.4255018220505299,0.30379648825255673,0.29549755910952213,0.1317770113224341,0,0,0,0,0,0,1,0,0,0
0.38020700742821906,0.3058126446887138,0.28915142727296056,0.1583137691641818,0,0,0,0,0,0,1,0,0,0
0.30619954141101524,0.33420174486199605,0.28793278365593483,0.12708458375158155,1,0,0,0,0,0,0,0,0,0
0.1302778426166522,0.1417961354565085,0.2557386345933905,0.10419505982509035,1,0,0,0,0,0,0,0,0,0
0.44615542927894825,0.26875887881974564,0.2989764652761937,0.12064052073756035,1,0,0,0,0,0,0,0,0,0
0.5688777899502612,0.26945500389300425,0.21684861762208574,0.05460737739468198,0,0,0,0,0,0,1,0,0,0
